Tester: Ben
Test Date: 2016-05-06 12:14
Test Mode: sharp and round
Test Type: Alternately
Test Round: 180
Test Result:
No.,Side,Answer,Response Time
574,left,c,0.879
575,right,c,0.48
576,right,c,0.639
577,left,c,0.576
578,right,c,0.766
579,right,c,0.671
580,right,c,0.719
581,left,c,0.663
582,right,c,0.72
583,right,c,0.559
584,left,c,0.68
585,left,c,0.575
586,left,c,0.646
587,right,c,0.664
588,left,c,0.759
589,right,c,0.527
590,left,c,0.495
591,right,c,0.479
592,right,c,0.655
593,left,c,0.502
594,left,c,1.512
595,right,c,1.383
596,right,c,0.983
597,left,c,0.671
598,left,c,0.647
599,right,c,0.872
600,left,c,0.678
601,left,c,2.421
602,right,c,0.584
603,right,c,1.216
604,left,c,0.624
605,right,c,0.6
606,left,c,0.663
607,right,c,0.511
608,left,c,0.424
609,right,c,0.487
610,left,c,0.951
611,right,c,0.663
612,right,c,0.575
613,right,c,0.479
614,right,c,0.647
615,right,c,0.695
616,right,c,0.527
617,left,c,0.615
618,right,c,0.487
619,right,c,0.496
620,left,c,0.56
621,right,c,0.518
622,right,c,0.889
623,right,c,0.596
624,right,c,0.647
625,right,c,0.487
626,right,c,0.823
627,right,c,0.487
628,left,c,0.568
629,left,c,0.726
630,left,c,0.848
631,right,c,0.672
632,left,c,0.743
633,left,c,0.71
634,left,c,0.815
635,right,c,0.449
636,right,c,0.518
637,left,c,0.568
638,right,c,0.52
639,right,c,0.558
640,left,c,0.544
641,left,c,0.552
642,right,c,0.471
643,left,c,1.591
644,right,c,0.584
645,left,c,0.879
646,left,c,0.767
647,right,c,0.695
648,left,c,0.473
649,left,c,0.576
650,right,w,0.479
651,left,c,0.847
652,right,c,0.799
653,right,c,1.767
654,right,c,0.64
655,right,c,1.352
656,left,c,0.671
657,right,c,0.679
658,right,c,0.856
659,left,c,0.559
660,right,c,0.8
661,right,c,0.599
662,left,c,0.615
663,left,c,0.63
664,right,c,0.472
665,left,c,0.807
666,left,c,0.551
667,right,c,0.544
668,right,c,0.719
669,right,c,0.519
670,right,c,0.719
671,right,c,0.487
672,right,c,0.695
673,right,c,0.519
674,right,c,0.663
675,right,c,0.494
676,right,c,0.56
677,left,c,0.782
678,right,w,0.753
679,right,c,0.654
680,right,c,0.711
681,right,c,0.535
682,left,c,1.007
683,right,c,0.639
684,left,c,0.607
685,right,c,0.477
686,left,c,0.593
687,left,c,0.927
688,right,c,0.471
689,left,c,1.159
690,right,c,0.472
691,right,w,0.361
692,right,c,1.725
693,left,c,0.912
694,left,c,1.768
695,right,c,0.823
696,left,c,0.495
697,left,c,0.464
698,left,c,0.671
699,right,c,0.521
700,left,c,0.638
701,left,c,0.544
702,left,c,0.63
703,right,c,0.528
704,left,c,0.463
705,left,c,0.575
706,right,c,0.495
707,right,c,0.543
708,left,c,0.472
709,left,c,0.551
710,right,c,0.479
711,right,c,0.592
712,right,c,0.607
713,right,c,0.495
714,right,c,0.759
715,right,c,0.511
716,right,c,0.559
717,right,c,0.448
718,left,c,0.583
719,left,c,0.487
720,left,c,0.791
