Tester: Ash
Test Date: 2016-05-04 11:15
Test Mode: sharp and round
Test Type: Alternately
Test Round: 180
Test Result:
No.,Side,Answer,Response Time
411,left,c,0.799
412,right,c,0.727
413,right,c,0.783
414,right,c,1.119
415,left,c,2.439
416,right,c,0.96
417,left,c,0.759
418,left,c,0.608
419,left,c,0.632
420,right,c,0.616
421,left,c,0.912
422,right,c,0.664
423,left,c,0.64
424,left,c,0.566
425,right,c,0.568
426,right,c,0.679
427,left,c,0.912
428,left,c,1.255
429,right,c,1.399
430,left,c,0.679
431,right,c,0.855
432,left,c,0.567
433,right,c,0.895
434,left,c,0.519
435,left,c,0.647
436,left,c,0.887
437,right,c,0.495
438,right,c,0.727
439,left,c,0.591
440,left,c,0.679
441,right,c,0.599
442,left,c,0.727
443,left,c,1.111
444,right,c,0.759
445,right,c,0.951
446,right,c,0.911
447,left,c,1.975
448,right,c,0.671
449,left,c,0.719
450,right,c,0.631
451,right,c,0.68
452,right,c,0.576
453,left,c,0.624
454,left,c,1.2
455,right,c,1.007
456,right,c,0.712
457,left,c,0.88
458,left,c,0.744
459,left,c,2.047
460,left,c,0.927
461,right,c,0.752
462,left,c,0.679
463,right,c,0.695
464,left,c,0.727
465,right,c,0.768
466,left,c,0.639
467,right,c,0.622
468,right,c,0.687
469,right,c,0.743
470,right,c,0.895
471,right,c,0.831
472,left,c,0.711
473,left,c,0.719
474,left,c,0.679
475,right,c,0.551
476,right,c,0.735
477,left,c,0.623
478,left,c,0.663
479,left,c,0.807
480,left,c,0.919
481,right,c,5.52
482,left,c,0.664
483,right,c,1.374
484,left,c,0.6
485,right,c,0.671
486,left,c,0.968
487,right,c,0.608
488,left,c,0.712
489,left,c,0.663
490,right,c,0.671
491,left,c,0.76
492,right,c,0.647
493,right,c,0.672
494,left,c,0.632
495,right,c,0.959
496,left,c,0.767
497,left,c,0.703
498,left,c,0.695
499,right,c,0.727
500,right,c,0.767
501,right,c,0.743
502,right,c,1.518
503,left,c,0.712
504,left,c,0.831
505,left,c,0.936
506,right,c,0.663
507,right,c,0.663
508,right,c,0.783
509,right,c,0.671
510,left,c,0.872
511,right,c,0.647
512,left,c,0.824
513,left,c,0.719
514,left,c,0.703
515,left,c,0.879
516,right,c,0.671
517,left,c,0.591
518,left,c,0.728
519,right,c,0.641
520,right,c,0.815
521,right,c,0.646
522,right,c,0.694
523,right,c,0.969
524,right,c,0.703
525,left,c,0.584
526,right,c,0.663
527,left,c,0.784
528,left,c,0.6
529,left,c,0.759
530,left,c,0.569
531,right,c,0.72
532,left,c,0.775
533,right,c,0.592
534,left,c,0.687
535,left,c,0.727
536,right,c,0.647
537,right,c,0.671
538,right,c,0.639
539,left,c,0.631
540,left,c,0.672
541,left,c,2.447
542,left,c,0.983
543,left,c,0.696
544,right,c,0.806
545,right,c,0.976
546,left,c,0.967
547,left,c,0.935
548,left,c,0.943
549,right,c,0.815
550,right,c,0.888
551,left,c,0.654
552,right,c,0.568
553,right,c,0.734
554,right,c,0.831
555,right,c,0.815
556,right,c,0.736
557,left,c,0.719
558,left,c,1.183
559,left,c,1.951
560,right,c,0.784
561,left,c,1.047
562,right,c,1.079
563,left,c,0.735
564,left,c,0.937
565,right,c,0.662
566,left,c,0.688
567,left,c,0.615
568,right,c,0.527
569,right,c,0.703
570,right,c,0.657
571,left,c,0.663
572,left,c,0.776
573,left,c,0.551
574,left,c,1.48
575,left,c,0.711
576,right,c,0.735
577,right,c,0.703
578,right,c,0.671
579,left,c,0.695
580,right,c,0.696
581,left,c,0.791
582,left,c,0.712
583,right,c,1.048
584,right,c,0.758
585,left,c,0.793
586,right,c,1.342
587,right,c,0.719
588,right,c,0.743
589,left,c,0.743
590,right,c,0.976
591,right,c,0.711
592,left,c,0.919
593,left,c,0.655
594,right,c,0.599
595,left,c,0.511
596,right,c,0.968
597,left,c,0.776
598,left,c,0.639
599,left,c,0.623
600,right,c,1.056
601,left,c,2.519
602,left,c,0.615
603,right,c,1.207
604,left,c,0.744
605,right,c,1.063
606,right,c,0.815
607,right,c,0.816
608,right,c,0.671
609,right,c,0.574
610,right,c,1.016
611,left,c,1.103
612,left,c,0.959
613,left,c,1.367
614,right,c,0.815
615,left,w,1.743
616,right,c,1.414
617,right,w,2.151
618,right,w,1.975
619,right,c,1.58
620,right,c,0.91
621,left,c,0.664
622,right,c,0.879
623,left,c,0.751
624,left,c,0.872
625,right,c,0.847
626,left,c,0.729
627,left,c,0.774
628,left,c,0.696
629,right,c,0.631
630,right,c,1.103
631,left,c,0.56
632,right,c,0.712
633,right,c,0.814
634,left,c,0.615
635,right,c,0.68
636,left,c,0.584
637,left,c,0.679
638,left,c,0.671
639,left,c,0.647
640,left,c,0.601
641,left,c,0.598
642,right,c,0.624
643,right,c,0.72
644,left,c,0.56
645,right,c,0.712
646,left,c,0.583
647,left,c,0.623
648,left,c,0.599
649,right,c,0.608
650,right,c,0.598
651,left,c,0.639
652,right,c,0.935
653,left,c,0.695
654,right,c,0.76
655,left,c,0.696
656,right,c,0.919
657,right,c,0.863
658,right,c,0.792
659,left,c,0.55
660,right,w,0.776
661,left,w,2.197
662,left,c,2.006
663,left,c,1.335
664,right,c,0.831
665,left,c,0.664
666,right,c,0.727
667,right,c,0.704
668,right,c,0.672
669,left,c,2.063
670,right,c,1.128
671,left,c,0.702
672,left,c,0.626
673,left,c,0.703
